title,release.name,artist.name,terms,year
Do It_ Fluid,Happy Music: The Best Of The Blackbyrds,Blackbyrds,jazz funk,0
Criteria,Intoxication,Shaggy,reggae,2007
La Vida,Hola,Los Fabulosos Cadillacs,ska,1999
This Is How We Live: Northern Cali,Demolition Men Present: Block Tested Hood Approved,Big Rich featuring Devo,hyphy,0
Die Gesellschaft,...Liest_ Singt Und Macht,Johann KAPhnich,german,0
Missing You,I Love Being Single,Anthony Watson,lovers rock,0
Who's 2 Blame,So Cal Drunks,Mix Mob,rapcore,0
Toca Me (Album Version),Toca Me,Flexy,eurodance,0
Visions (20/20),Greatest Hits,FU-Schnickens,comedy rap,1994
A True,George Phang: Power House Selector's Choice Vol. 2,Sugar Minott,roots reggae,1984
Rollin' Down To Jordan,Birmingham Jubilee Singers Vol. 2 (1927-1930),Birmingham Jubilee Singers,gospel,0
24.000 Baci,Christos Dantis Best,Christos Dantis,pop rock,0
Problem Solver,Legend Of The World,Valient Thorr,heavy metal,2006
Psychopath,The Murderess Metal Road Show,Lizzy Borden,heavy metal,1985
Last Night,All City (Clean),Northern State,hip hop,2004
Circumstances,Flyin' High,Johnny Copeland,texas blues,0
Everybody Loves Me But You,Classic Brenda Lee - The Universal Masters Collection,Brenda Lee,ballad,1995
Abagui Alobi,Patience Dabany,Patience Dabany,soukous,1994
Sarapatel Humano,Interior,Marcio Faraco,latin jazz,2002
Mo lanmou,Zoukolexion_ vol. 1,Patrick Saint-Eloi,zouk,0
Le Vivre Pour Le Croire,Je DA(c)teste Le Rap FranASSais,Akissa,hip hop,0
A Castle In The Sky,Sing Me Something Sentimental,Marty Robbins,country rock,0
Follow The Leader,Gold,Eric B. & Rakim,hip hop,1988
Room At The Bottom,Jazz Impressions,Vince Guaraldi,latin jazz,1964
Amsterdamaged,Kingdom Of Ghosts,Humanzi,dance-punk,0
Milkcow Blues,Pandora's Box (Display Box),Aerosmith,blues-rock,1991
Rudeboy,Aswad vs. The Rhythm Riders,Aswad,roots reggae,0
Someone Believes In You - Album Version,A Reason To Live,Cindy Morgan,ccm,0
Shawty Say,The X-Factor (Side B),DJ X-Change,ghetto tech,0
Do Somethin' Crazy,Devil's Night Out,Mighty Mighty Bosstones,ska punk,1989
Entre Autre Pas En TraA(r)tre,Pull Marine,Isabelle Adjani,chanson,1983
Rules of Attraction (Chris Cox),Situations,Tina Ann,progressive house,2003
Knucklebuster,Chet Atkins_ C.G.P.,Chet Atkins,honky tonk,0
Crackbabies,Saturation,Urge Overkill,hard rock,1993
Go On,Go On,JK,dance music,0
I'm A Chicken Head (Skit),Purple Haze,Cam'Ron,hip hop,2004
Once,To See You,Harry Connick_ Jr.,rock,0
Pipopapo Telpathy,Magnya Carta,An Cafe,dance rock,0
How Y' All Doin',Now,Kyle Eastwood,hard bop,2006
Fear of Girls (Live in Croatia_ 1993),Normal Service Resumed,U.K. Subs,oi,1993
Pass Me Not (LP Version),Hymns Of Worship,Fernando Ortega,ccm,2003
Don't Be Deceived,Mega 3,The Winans,ccm,0
Oversleeping,Crownsdown,themselves,experimental pop,2009
Eeshwar,Rafta Rafta,Niraj Chag,trip hop,0
Addison Faceplant,skate.,ZTrip,turnablism,0
Murphy Lee,Murphy's Law,Murphy Lee / Zee,pop rap,2003
The End Is Near (LP Version),T.I.M.E.,Leaders Of The New School,hip hop,1993
Love In Time,Esperanza,Esperanza Spalding / Leo Genovese,latin jazz,2008
From Now Until Then,What's in the Bag?,Marshall Crenshaw,power pop,2003
Little Things,Smooth Jazz: Sax At Midnight,Streetwize,smooth jazz,0
Let's Wrap Up,Every Shade of Blue,Roy Roberts,soul blues,1997
Josephine,The Road To Hell And Back,Chris Rea,soft rock,1985
Alfil_ Ella No Cambia Nada,Prive,Luis Alberto Spinetta,rock 'n roll,0
Harmonia,Harmonia Pt.II,Pitch Black,chill-out,0
Back Then,Mr. Sad Clown,BoDeans,roots rock,2010
Hardcore From The Underland,Best Of Dwarf Records,DJ Isaac,gabba,0
Down (LP Version),Thank You,Stone Temple Pilots,grunge,2003
Pray (Album Version),No Looking Back,Damita,christian music,0
Remote Control,Secret Words & Little Treasures,Dark Distant Spaces,post-grunge,0
Suite No. 4 in G major_ Op. 61_ "Mozartiana": IV. Variation 5 ,TCHAIKOVSKY: Suite No. 4 / The Seasons,Neeme Jarvi,easy listening,0
Call Me,Live From The 9:30 Club,Mint Condition,new jack swing,1999
Menu Lagan Lagi,Dil Kya Kare,Sukhwinder Singh;Jaspinder Narula,desi,0
Flying Fiddles (1996 Digital Remaster),Ultra-Lounge / Organs In Orbit  Volume Eleven,Shay Torrent,easy listening,0
I Won't Lie,Twinkle Love Songs_ Volume Two,The Twinkle Brothers,roots reggae,0
Milkcow Blues (Album Version),Catch The Wind,We Five,close harmony,0
MY HERIONE (Acoustic Version),18 CANDLES: THE EARLY YEARS,Silverstein,post-hardcore,2006
Scrap,Helium,Tin Hat Trio,chamber jazz,2000
Quiero Ser Tu SueA+-o,Desde mi barrio,Andy & Lucas,flamenco,2005
Becoming (LP Version),Lennie Tristano / The New Tristano,Lennie Tristano,free jazz,1994
Put On Your Rubbers,Teen Sensation,Fast Eddie,hip house,0
Il fait dA(c)jA  (Live),La vie va si vite (Live),Claire ElziA"re,indie,0
You Were The One (Wide Wide World Album Version),Wide Wide World,Erin O'Donnell,ccm,0
The Four Big Ones (Essential Authors And Works),Welcome To Norway,Black Debbath,blues,2001
Le systA"me solaire,Chansons pour qui?,SANSHIRO,los angeles,0
La polka des grenouilles,Rue du canal,Serge Desaunay,gypsy jazz,0
Zearocks (LP Version),T.I.M.E.,Leaders Of The New School,hip hop,1993
El Gatito,Los Mas Arrechos De La Costa Vol.1,Los Cumbieros Del Sur,charanga,0
As Nice As I Can Be,Heart On (with bonus tracks),Eagles Of Death Metal,stoner rock,2009
Abu-Pia,Festival international nuits d'Afrique-19e A(c)dition 2005,Papa Wemba,soukous,0
Superman,Oz Factor,Unwritten Law,post-grunge,1996
Oh ! Tannenbaum,Canti di Natale,Bimbo Band,reggaeton,0
The Original Colossal Drag Rag,Jug Band Songs Of The Southern Mountains (Digitally Remastered),The Even Dozen Jug Band,jug band,0
The People You Care For,Superman Returns Music From The Motion Picture [Digital Version],John Ottman,acid jazz,2006
Hop_ Skip & Jump,Doo-Wop Classics Vol. 9 [Beltone Records],Opals,chicago soul,0
Woman,Live,Free,blues-rock,0
Gum,100m001,Emit,ambient black metal,0
Shirley,Lil' Band O Gold,Lil' Band O' Gold,zydeco,2000
Love_ Peace and Harmony,Love_ Peace & Harmony The Best Of Bow Wow Wow,Bow Wow Wow,dance rock,0
Anatomy of a Contest,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,John Frizzell,soundtrack,0
Secret Lovers (Featuring Mica Paris),Alex Loves...,Alexander O'Neal,dance pop,2008
Little Bird,Dance Vault Mixes - Little Bird (1st Set of Mixes),Annie Lennox,soft rock,1992
Proletariat,A Lot to Fear" & "Plant a Tree or Die,Tree,ska punk,0
Suti-suti,Gommin ja Pommin metsA$?karnevaali,M.A. Numminen,german pop,2002
Bring It On,Bring It On Rarities & Remixes,Goose,modern rock,2006
Karola,Songs For The Poor Man,Remmy Ongala,soukous,2007
Roll Old Jeremiah,Before the Frost... Until the Freeze,The Black Crowes,blues-rock,2009
Con un poquitito de suerte,Sus Grandes Axitos,Leo Dan,brutal death metal,0
Yueh Kuang,... And Music'S There ...,Shunza,chinese music,0
Problems,Street Scriptures,Mil featuring Petey Pablo,visual kei,0
Tis Monaxias Ta Monopatia,Mazi Sou,Peggy Zina,modern laika,0
Turkey And Dressin,Truck Driver,Casual,hip hop,0
Cintura Fina,CoraASSAPSo Bobo,Alceu ValenASSa,brazilian pop music,1998
Desire,Lullaby Renditions of U2,Rockabye Baby!,lullaby,0
New Meaning,The Lucky Ones,Mudhoney,grunge,2008
Hang 'm High,Western Movie Themes,Ned Nash Orchestra,soundtrack,0
Ocean Size [Demo],A Cabinet Of Curiosities,Jane's Addiction,alternative metal,0
CadAa O Meu Amor,Pure Brazil II - For All - The Brazilian Northeast Music,Quinteto Violado,brazilian pop music,0
Misty Bog,SimAnimals,Winifred Phillips,game,2009
Clear Channels,The Transactional Dharma of Roj,Roj,experimental pop,0
We Bite,Collection 2,The Misfits,horror punk,1982
Spelling Beatnuts with Lil' Donny,A Musical Massacre (Explicit),Beatnuts with Lil' Donny,grime,0
Guantanamera,The Sunny Side Of Life,Wyclef Jean,hip hop,1997
Objection (Tango),Laundry Service,Shakira,dance pop,2001
These Days,Hushabye Baby: Lullaby Renditions of Rascal Flatts,Hushabye Baby,country,0
Doomed To Walk The Earth,Hope,Swallow The Sun,sympho black metal,2007
Polly's Dress,Rabbit Songs,Hem,folk-pop,2000
Ballad Of The Boll Weevil (Remastered Version) (Take 10),Trouble In Mind,Mance Lipscomb,texas blues,0
Tha Day,Running Backwards (Limited Edition / Fan Club Only),K's Choice,post-grunge,0
What'Cha Gonna Do About It,Small Faces,Small Faces,rock 'n roll,1965
Polyester,Infinite Love Songs,Maximilian Hecker,chamber pop,2001
Breaking In,Firewall,Alexandre Desplat,soundtrack,2005
The Dark Road,Signal To Noise,White Willow,folk rock,2006
God Of Love (Album Version),God Of Love,Bad Brains,hardcore punk,1995
Red (Main Version),Motograter,Motograter,post-grunge,2003
Nude With Boots,Nude With Boots,Melvins,sludge metal,2008
Here The Sun Never Shines,The Nature of Betrayal,The Funeral Pyre,blackened death metal,2006
Waltzing Matilda My Darling,Will You Dance With Me?,Maria Forde,los angeles,0
Laser Show (LP Version),Utopia Parkway,Fountains Of Wayne,power pop,1999
Better Days,Bad Habits,Colin James,blues,1995
Crushing Belial,Of One Blood,Shadows Fall,power metal,2000
Cry_ Cry_ Cry,Lullaby Renditions of Johnny Cash,Hushabye Baby,country,0
Apologize,Tha Remixes Vol. 17,DJ Nasty,bass music,0
Ni Shi Wo Xin Zhong Yi Ju Jing Tan,The Fifth Ave,Elva Hsiao,j pop,0
Silver Bells,Laid-Back Christmas Favourites,John Davis,jazz fusion,0
Lost Love,Blues From Chicago,Barry Goldberg,easy listening,0
An M'agapas,Proti Epafi,Konstantinos Galanos,greek,0
Just Like Darts,Better Be Good,The Real Kids,power pop,1977
Les Deux Guitares,CABU - From Paris With Jazz: Guitar,Jean Ferret,gypsy jazz,1991
Kun rakastaa,Kolmekymppinen,Frederik,tech house,0
Espoirs Perdus (Valse),Dansez Avec Jo Privat,Jo Privat,gypsy jazz,0
The Song of the Riddles,Voice of the People 01: Come Let Us Buy The Licence,Willie Clancy,disco,0
Imaginary Love,I'm No Angel,Mae West,modern rock,2006
Release,My Soul Speaks,LORE,trip hop,0
Where You Belong,This Is Where You Belong,The Summer Obsession,pop punk,2006
When Your Ready,When Your Ready,Dabbler,ragga jungle,0
I hit You Wit The Pepper,100 Racks,Messy Marv,gangster rap,0
American Lovebite,Lights On,Dons,rock 'n roll,2006
Fair Enough (LP Version),Sand And Water,Beth Nielsen Chapman,singer-songwriter,1997
We Three Kings,We Three Kings,The Roches,singer-songwriter,1990
Sleepy Man Blues,Blues With Bukka,Bukka White,delta blues,1940
I Go to the Rock,Rambos Collection,The Rambos,southern gospel,0
It's Personal,Lennie Tristano - Note to Note,Lennie Tristano,free jazz,0
The End. [Live In Mexico],The Black Parade Is Dead!,My Chemical Romance,emo,2008
Plaisance-Fox,L'AccordA(c)on du tour de France,Emile Vacher,chanson,0
Magali,Bon Voyage,Gloria Lasso,europop,0
The Story Goes On,We Want America Back,The Steeles,southern gospel,0
Night Terrors (Album Version),Start A War,Static-X,industrial metal,2005
Main Street Eyes,Brick By Brick,Iggy Pop,hard rock,1990
You Never Wash Up After Yourself (Live),The Bends (Collectors Edition),Radiohead,british pop,0
Tu Mejor Amigo,Basado En Hechos Reales,David Summers,pop,0
Piracy,Stranger,Tanya Chua,mandarin pop,0
Can't Make You Love Me,Oops!... I Did It Again,Britney Spears,dance pop,2000
So Danco Samba (Jazz 'N' Samba) (1997 Digital Remaster),Ultra-Lounge / Bossa Novaville Volume Fourteen,Wanda De Sah,samba,0
Misty Blue,Country Greats,Billie Jo Spears,classic country,1976
East to West,Triple Gold,Starski and Clutch,ghetto tech,0
Nothing's The Same (2002 Digital Remaster),After Hours,Gary Moore,blues-rock,1992
I Don't Like It Like This,Marie Antoinette (Original Motion Picture Soundtrack),The Radio Department,shoegaze,2005
Facedown,Here I Am To Worship Vol 2,Matt Redman,ccm,2003
I'm A Tomorrow,The One And Only High And Low,Ec8or,hardcore techno,2000
I Believe In You (More Than A Story Album Version),More Than A Story,Go Fish,male vocalist,0
She Will Be Loved,Call And Response: The Remix Album,Maroon 5,pop,2002
Valkyria,VedergA$?llning,YGGDRASIL,viking metal,0
Side Steppin',The City,Paul Brown,smooth jazz,2005
I Don't Wanna be A Star,I Don't Wanna be A Star,Corona,europop,0
Que Si_ Que No,Alle Hits,Jody Bernal,europop,0
Hard To Concentrate (Album Version),Stadium Arcadium,Red Hot Chili Peppers,rap rock,0
Senegal Son,Life On Earth,Renee Rosnes,hard bop,0
Nobody But Me - Original,Dee Clark Selected Hits Vol. 4,Dee Clark,doo-wop,0
Manzenera,Ants Remastered Boxset,Adam Ant,pop rock,0
Dinosaur Bones,Age Of Reptiles,Showbread,post-hardcore,2006
We Made It [Instrumental],We Made It,Busta Rhymes feat. Linkin Park,hip hop,0
Lost In Translation,Frequencies Fall,Pitch Black,chill-out,0
I Wanna Sing (Autobiography Album Version),Bright Star Blue Sky,Scott Krippayne,ccm,0
Les Tous Petits Details,Niagara,Julien Clerc,chanson,0
Cunoasterea Tacuta,OM,Negura Bunget,black metal,2006
La Blonde de PA(c)kin,Twist Again au CinA(c)_ Vol. 1 (Bandes originales de films),Annie Philippe,chanson,0
Hard Not 2 Kill (Explicit),Me_ Myself & I,Fat Joe,gangster rap,0
Restless Spirits (World),Feather_ Stone & Light,R. Carlos Nakai,chamber jazz,0
Ett NorrskensdAY=d,Nifelvind,Finntroll,heavy metal,2010
Downtown (Album Version),Scratchy: The Reprise Recordings [Includes Liner Notes],Crazy Horse,country rock,0
The Child Deirdre,A Celtic Tale: The Legend Of Deirdre - Narrated By Fiona Ritchie,Mychael Danna & Jeff Danna,celtic,0
Locaccmaccam,Voyages,Marc Perrone,musette,0
Too Many Choices,Personal Business (Explicit),Bad Azz,gangster rap,0
All Time Low (Album Version),Grey Area,Grey Area,future jazz,1997
Byal ravnec,Lot Lorien,Lot Lorien,ballad,2007
I'm On Your Tail,Groove Approved,Paul Carrack,blue-eyed soul,1989
Jiggle Once And Wait (Album Version),Revenge Is Near,Dan Cummins,united states,0
You'll Never Find,It's About Time,The Impressions,chicago soul,0
2 Late 4 Goodbyes,Prism,Jeff Scott Soto,symphonic rock,2002
Sense,Electric Doom Synthesis,Beherit,illbient,1995
Ask The Angels,The Distillers,The Distillers,grunge,2000
Harmony Of The Forest,Thinking Of You,Kitaro,chill-out,1999
Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Keep An Eye On The Sky,Big Star,power pop,0
It Took A Good Woman [Edited Demo],God Bless Tiny Tim: The Complete Reprise Studio Masters... And More,Tiny Tim,cabaret,0
Hundre Ar Gammal,Hundre Ar Gammal,Khold,black metal,0
Still,This Is Me...Then,Jennifer Lopez,dance pop,2002
Stick Out,Speak Squeak Creak,Melt Banana,noise rock,0
House Of Pain,Jump / House Of Pain [Digital 45],Van Halen,heavy metal,1983
Vacation Rain (Album),Release,Sister Hazel,post-grunge,2010
The Carrying Arms,In the Attic of the Universe,The Antlers,chamber pop,2007
Vida De Mi Vida,Tropical - Exitazos Eterno,Banda La Bocana,merengue,0
Medley: Safe To The Rock / Hiding In Thee,Beyond The River,George Hamilton IV,country gospel,0
We Blame Love,Bigger Than America,Heaven 17,new romantic,1996
I got A Woman,Live In Switzerland,Eddie Boyd,chicago blues,0
Jam-Master Jammin',King Of Rock,RUN-DMC,hip hop,1985
Love Don't Love Me (Justin Timberlake) (Amended Version),The Soundtrack,Justin Timberlake,rock,0
The Moon Was Yellow,Russ Morgan At Catalina (Digitally Remastered),Russ Morgan,orchestra,0
Boda de Oro,Danzon-Son,Orquesta America,charanga,1997
Over the Rainbow,60 Jahre Oscar Vol. 1,The Golden Age Orchestra_ Paul SummerA ,easy listening,0
Don't Be Afraid (World),Colors of My Heart,Sharon Burch,folk rock,1999
Minner,Ny Dag,Mons Leidvin Takle,lullaby,0
Sample Track 14,Super DJ Breaks,Simon Harris,hip house,0
Janie's Got A Gun,Big Ones,Aerosmith,blues-rock,1989
Talking To Trees,A Kiss And A Cuddle,The Cat's Miaow,shoegaze,2003
30 Grad,Vs Laudert & FrAPhlich,Pyranja,pop rap,0
Morning Bird,Soldier of Love,Sade,quiet storm,2010
Feelin` Alone,Feelin` Alone,2-Gether feat. Sarinah,boy band,0
Please Jesus_ Send Me Someone To Fuck,Hung Like A Horse EP,All Leather,digital hardcore,0
Big Girl Blues,Get Myself Together,Danny Barnes,progressive bluegrass,2005
Tracy,Coming Home,Goldfish,chill-out,2004
All I Really Want,Dragon Boys,Premiums,concerto,0
Flute,Croc' noces,Les Ogres De Barback,chanson,2001
Hot Wire [Live Version],Kix Live,Kix,heavy metal,0
Ain't Gone 'N' Give Up On Love,The Best Of,Stevie Ray Vaughan And Double Trouble,texas blues,2005
North American Ballads: No. 2 - Which Side Are You On?,Corigliano & Rzewski: Ballads & Fantasies,David Jalbert,los angeles,0
I Get My Paper,B.A.R.S. The Barry Adrian Reese Story,Cassidy featuring Swizz Beatz,pop rap,0
The New Girl,Cracks,Javier Navarrete,orchestra,0
Savin' Me,NOW (That's What I Call Music) 22,Nickelback,alternative metal,2005
Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante,Secret Wispers - Double Image pays homage to Clara Schumann,Double Image,marimba,0
Turn It Around,Don Corleon Presents - Raging Bull Riddim,Tony Matterhorn,reggaeton,0
Gracieusette,En attendant le tour,Gus Viseur,gypsy jazz,0
Why Baby Why,RCA Country Legends,Hank Locklin,honky tonk,0
Adios_ Amigos! (2003 Digital Remaster),Lumipallo,J. Karjalainen & Mustat Lasit,suomi rock,0
Phillippe,The Interpreter / Die Dolmetscherin,James Newton Howard,instrumental pop,0
Peace Dance,Lisbon Concert,Terry Riley,free improvisation,1992
Between You And Me,Joy Enriquez,Joy Enriquez,tribal house,2001
Sad Girl (Single Mix),At First Sight  Includes Bo Nus Disc With Bsides \ Live Tracks,The Stems,power pop,0
Ongoing Plague,Where There Is Power There Is Always Resistance,Malefaction,grindcore,2003
La Chola Caderona,De Colombia Para El Mundo,Sonora Carruseles,salsa,1999
10000 Km,10000 Km,La Portuaria,disco,0
Angel,Por La Mitad,Julio Iglesias Jr,j pop,2008
Comfortubly Numb,Live At Valle Dei Templi,Big One,art rock,0
The Christmas Song  (LP Version),Christmas In Black and White,Nicole Mullen,ccm,0
Outubro,Mar de Pedra,Irtio,celtic,0
Skin Ticket (Live version) (Album Version),9.0 Live,Slipknot,rap metal,0
Damn those eyes,February,Kane,blues-rock,1999
Bliv Du Till Gran (If You Became A Spruce),Lavalek,Groupa,neofolk,1999
Lawyer Clark Blues,Working Man Blues,Sleepy John Estes,country blues,1965
If Today Was Your Last Day (Album Version),Dark Horse,Nickelback,alternative metal,2008
Enchanted Garden,Steppin' Out,Paul Taylor,smooth jazz,0
You've Got A Friend,Comfort,Kathy Troccoli,ccm,2005
Jesus Is Gonna Make Up My Dying Bed,Black Man Blues,Josh White,delta blues,0
Half As Much,The Singin' Cowboy - 20 Great Favourites,Gene Autry,classic country,0
Oops!...I Did It Again,The Singles Collection,Britney Spears,dance pop,2000
Final Straw (Album Version),Around The Sun,R.E.M.,jangle pop,2004
Har vi rAY=d att i dagens lA$?ge ha kvar vAY=ra vA$?nner i socialgrupp 3?,LAY=dan,GAPsta Ekman / Tage Danielsson,vaudeville,0
Marbles,En Aldeles Forferdelig Sykdom,Spunk,free improvisation,2005
LeskiA$?idin tyttA$?ret,20 Suosikkia / Rautalankaklassikot / Muurari,The Avengers,rock,0
Knowing You'll Be There,The Best Of The Gaither Vocal Band,Gaither Vocal Band,ccm,2003
Rock Steady,Hard Rock Live,Bad Company,blues-rock,1974
Turn Your Eyes Upon Jesus,Draw Me Close,Kathy Troccoli,ccm,0
For All We Know,Signature,Ann Hampton Callaway,vocal jazz,2005
Cielito lindo,Mexico Gran ColecciA3n Ranchera - Mariachi Silvestre Vargas,Mariachi Silvestre Vargas,mariachi,2006
Game Night (Album Version),Aged And Confused,Bill Engvall,comedy,0
So(u)l Invictus,Lyssa - Rural Gods And Astonishing Punishments,Nightfall,doom metal,2004
Fat Albert's Car,20th Century Masters: The Millennium Collection: Best Of Bill Cosby,Bill Cosby,comedy,1973
